#{"t_start": 1681313599.2652106, "env_id": null}
r,l,t,collision,time_out,agent_waiting_time_out,rank,last_seed,steps,collisions,collisions_pedestrian,collisions_car,car_max_velocity_env,car_max_velocity_agent,car_max_velocity_nearby,car_velocity_env,car_velocity_agent,car_velocity_nearby,car_acceleration_env,car_acceleration_agent,car_acceleration_nearby,car_decceleration_env,car_decceleration_agent,car_decceleration_nearby,car_travelled_distance_env,car_travelled_distance_agent,car_travelled_distance_nearby,car_count_env,car_count_agent,car_count_nearby,agent_actions_-7,agent_actions_-3,agent_actions_-1.5,agent_actions_0,agent_actions_1.5,agent_actions_3,nearby_crossing_pedestrians_count,score,score_velocity,score_acceleration,score_collision,score_shield,score_intersection,score_distance,score_rule_violation,agent_timeouts,episodes
-33.711437,34,8.195937,True,False,False,19,3877310029415951002,34,1,0,1,14.591766178304297,5.25,12.428891158683749,214.14042921553843,97.875,184.35713960182568,42.55680925271305,30.0,39.44178200762002,-27.23011001681515,-27.0,-12.920472326455071,53.53510730388461,24.46875,46.08928490045642,2686,34,216,0,9,0,5,20,0,0,-33.711435424949244,2.9362500000000002,-0.9956854249492384,-41.2,0,0,5.548000000000001,0,0,1
-75.839,42,9.842749,True,False,False,10,8817559435777250507,42,1,0,1,12.713648932912285,10.125,11.471171536018266,231.49304380309522,240.375,181.52215164289308,38.071555540332,46.5,31.537349203843323,-14.024912859191895,-30.0,-47.16792578210282,57.873260950773805,60.09375,45.38053791072327,2814,42,228,0,10,0,2,29,1,0,-75.83899386617637,7.2112500000000015,-1.3002438661763958,-85.74999999999999,0,-2.8000000000000003,6.8,0,0,1
-55.69444,71,15.360191,True,False,False,5,7424841456459477715,71,1,0,1,15.682648794583839,8.25,13.763176201881278,578.887176334789,377.25,380.7866395727024,67.308405481284,63.0,65.81541154236491,-51.24153553154626,-48.0,-59.27277520629195,144.72179408369726,94.3125,95.1966598931756,2982,71,308,0,16,0,13,42,0,0,-55.6944393923934,11.317499999999997,-1.8879393923933991,-73.6,0,-2.6,11.075999999999999,0,0,1
-32.331963,80,17.222018,True,False,False,1,4720721261117928062,80,1,0,1,15.772374474179344,6.0,11.26090619833104,430.10761210079244,226.875,265.5745222501791,48.271348349701555,75.0,57.97386435889328,-59.41652241424703,-72.0,-36.704858778114364,107.52690302519811,56.71875,66.39363056254477,8240,80,552,0,24,0,6,50,0,0,-32.3319635623731,6.806249999999995,-2.5942135623730915,-49.3,0,-1.0,13.755999999999993,0,0,1
-27.024118,84,18.148179,True,False,False,21,7204538126194488376,84,1,0,1,14.994457929711496,7.125,9.606142702684773,457.20113471214506,345.375,327.201938793192,54.10599515114928,60.0,38.03221426793159,-167.13634641326271,-57.0,-24.728428445379524,114.30028367803627,86.34375,81.800484698298,9660,84,363,0,19,0,25,40,0,17,-27.024120849898477,10.36125,-2.0613708498984757,-49.3,0,0,13.97599999999999,0,0,1
-92.49688,122,26.077568,True,False,False,8,3015786952870474233,122,1,1,0,16.193254942209872,12.375,12.730938503476006,731.8519308001083,1242.75,406.7152025745214,79.13482573422348,49.5,71.22220302918832,-114.34493729429431,-15.0,-276.0188283303804,182.96298270002708,310.6875,101.67880064363035,8174,122,121,0,5,0,84,33,0,11,-92.49688095116622,37.28250000000004,-0.953380951166243,-134.35000000000002,0,-1.7999999999999998,7.323999999999998,0,0,1
-50.74311,88,26.078068,True,False,False,19,8539637424763437424,88,1,0,1,14.244202256556365,6.75,14.215477770520502,468.54219107475086,298.875,324.5256857201483,54.35564393366489,70.5,47.65194391304783,-96.71490713758003,-60.0,-87.91566292769694,117.13554776868772,74.71875,81.13142143003708,9328,88,449,0,20,0,21,47,0,0,-50.74311074863071,8.966250000000004,-2.2593607486307072,-69.55,0,-1.5999999999999999,13.700000000000003,0,0,1
-39.68648,128,27.699852,True,False,False,0,5874934615388537134,128,1,0,1,15.172521586572342,12.0,13.628045792011287,773.0762943630922,711.0,591.1763284924173,81.37648187974266,100.5,73.03243278416747,-226.58560634285604,-84.0,-1059.726021472656,193.26907359077305,177.75,147.79408212310432,9088,128,794,0,28,0,34,65,1,1,-39.68647763108501,21.330000000000034,-3.2184776310850194,-69.55,0,-4.200000000000001,15.951999999999995,0,0,1
9.176985,135,29.45566,True,False,False,6,4963690030598406526,135,1,0,1,16.363492090050396,12.375,12.65821618795959,971.1349059351078,1061.25,1078.5428313586071,104.35670231131746,66.0,86.16739321258487,-1122.9739671850587,-66.0,-40.61739955255664,242.78372648377695,265.3125,269.6357078396518,4725,135,443,0,22,0,69,44,0,32,9.176992065111676,31.83750000000006,-2.3445079348883233,-33.1,0,-3.600000000000001,16.383999999999993,0,0,1
-36.293724,194,42.319914,True,False,False,7,5765488047046174020,194,1,0,1,15.868633754746376,10.125,14.477071423250813,1003.6092120301857,1135.5,1099.759708137974,126.14293454383166,141.0,141.13316180118832,-386.75950189349084,-120.0,-283.7857857658312,250.90230300754644,283.875,274.9399270344935,17460,194,1097,0,40,0,60,94,0,2,-36.29372149726142,34.065,-4.518721497261417,-89.8,0,-5.8000000000000025,29.759999999999977,0,0,1
