#{"t_start": 1679306956.1470425, "env_id": null}
r,l,t,collision,time_out,agent_waiting_time_out,rank,last_seed,steps,collisions,collisions_pedestrian,collisions_car,car_max_velocity_env,car_max_velocity_agent,car_max_velocity_nearby,car_velocity_env,car_velocity_agent,car_velocity_nearby,car_acceleration_env,car_acceleration_agent,car_acceleration_nearby,car_decceleration_env,car_decceleration_agent,car_decceleration_nearby,car_travelled_distance_env,car_travelled_distance_agent,car_travelled_distance_nearby,car_count_env,car_count_agent,car_count_nearby,agent_actions_-7,agent_actions_-3,agent_actions_-1.5,agent_actions_0,agent_actions_1.5,agent_actions_3,nearby_crossing_pedestrians_count,score,score_velocity,score_acceleration,score_collision,score_shield,score_intersection,score_distance,score_rule_violation
110.036095,2880,615.407483,False,True,False,15,6389429808806385535,2880,0,0,0,16.22122982294264,10.875,13.587786468077994,14910.22953997789,12936.5,13077.713905622273,1424.187398839606,943.5,979.4389146535511,-32465.7512529527,-933.0,-3191.5845327355696,621.2595641657575,539.0208333333214,544.9047460675961,279360,2880,22927,0,311,0,2179,151,239,0,110.0363301533534,388.09499999999633,-41.26092495836688,0,0,-138.60000000000068,451.98390587848684,0
140.99733,2880,615.407483,False,True,False,16,5228884918942040224,2880,0,0,0,15.96937573809729,10.375,15.765220649605842,17690.42008473715,21799.0625,18699.99688439077,1855.3029128537391,1125.0,2056.0061233886004,-163222.60903440998,-1038.0,-3557.998872965271,737.1008368640781,908.2942708333311,779.1665368496141,181440,2880,13559,0,346,0,2102,114,318,975,140.99729502082027,653.9718750000003,-48.56440692221078,0,0,-141.20000000000053,381.776302047132,0
166.34457,2880,615.407483,False,True,False,20,2583244801918194876,2880,0,0,0,10.020393423803858,8.0625,9.929852029315269,18251.056806767316,18330.0,18192.72309516763,256.9431386805501,277.5,288.5856125561159,-101.37544549231055,-135.0,-137.40789764729834,760.4607002819828,763.7500000000131,758.0301289653144,138240,2880,10262,0,45,0,2729,27,79,0,166.34463378229628,549.9000000000093,-9.173675323681493,0,0,0,457.3414780174566,0
160.36752,2880,615.407483,False,True,False,21,7204538126194488376,2880,0,0,0,16.605961750128326,10.6875,15.613623563013782,16990.937224602912,20653.0,19532.265655106185,1381.316128926034,937.5,949.9196398356745,-5366.586597479951,-699.0,-1871.9247112812977,707.9557176917975,860.5416666666623,813.8444022960878,331200,2880,13875,0,233,0,2294,81,272,91,160.36775735266943,619.589999999996,-36.83102597104449,0,0,-25.79999999999994,405.2475700870606,0
174.49219,2880,615.407483,False,True,False,23,6400402971583623193,2880,0,0,0,11.668319086881356,10.1875,10.18669474996362,23374.39201026077,23457.9375,23287.75183681929,308.17288266729855,289.5,298.5248267542987,-104.25658774552961,-123.0,-105.02151775455896,973.9330004275673,977.414062499966,970.3229932007997,120960,2880,7994,0,41,0,2733,19,87,0,174.49212725055625,703.738124999975,-9.307401153701795,0,0,0,352.52203965703956,0
21.981575,1693,640.068696,True,False,False,22,1838175429202504159,1693,1,0,1,15.898799689774087,8.375,13.045801860105177,9743.43681295216,6974.5625,8941.76781751315,776.5176405434986,795.0,688.7329645978326,-1239.8063215690363,-741.0,-1118.9139288642104,405.97653387300994,290.6067708333336,372.57365906304517,121896,1693,8435,0,247,0,1129,104,213,227,21.981568553038414,209.2368750000011,-34.101564209736175,-47.95,0,-14.59999999999998,259.0541005279663,0
-65.13263,142,640.745935,True,False,False,14,3329145393675019424,142,1,0,1,13.897235015296985,5.4375,13.134559361429249,717.9067611099613,590.6875,521.8916851544427,196.9780947721031,130.5,170.9650494905802,-41.72595147196423,-27.0,-58.86644879415562,29.91278171291509,24.611979166666668,21.74548688143512,12496,142,589,0,9,0,80,19,34,0,-65.1326287411723,17.720625000000034,-3.3574011537017743,-71.575,0,0,24.291003706667972,0
105.3808,2880,665.937835,False,True,False,12,8732254618979584851,2880,0,0,0,16.385201191673865,10.1875,15.871779491248363,13571.574207006199,11136.8125,10985.758517601702,1187.7452818324293,1528.5,1088.1805289010201,-24379.54480714051,-1284.0,-1497.0799554229845,565.4822586252396,464.0338541666656,457.7399382334051,213120,2880,21961,0,428,0,1840,205,407,0,105.38063930807854,334.10437499999796,-62.198275605729755,0,0,-59.60000000000031,419.9777364541971,0
35.080696,2344,698.057184,True,False,False,6,3166114941703161967,2344,1,0,1,16.657459668417776,11.375,15.444107517502335,21859.816374852802,21381.375,15440.005809078515,1442.2424019873547,429.0,1250.4629263238107,-9046.609646175968,-273.0,-2612.2563440030103,910.8256822855566,890.8906249999754,643.3335753782725,75008,2344,3726,0,91,0,2101,18,134,579,35.08104443223978,641.4412499999979,-16.07911688245435,-93.85,0,-101.2000000000009,249.4241334758905,0
155.87166,2880,723.402137,False,True,False,1,8766480278738261042,2880,0,0,0,16.026690882771142,10.9375,14.203764396283066,22227.170185760835,23904.0,21706.309873473496,1713.884579467385,1027.5,1757.697431898205,-10650.969761787179,-792.0,-2870.566688449225,926.1320910733785,996.0000000000019,904.429578061394,184320,2880,12420,0,264,0,2229,89,298,442,155.87133822957904,717.1199999999897,-40.96730014102431,0,0,-136.00000000000082,395.07532951849646,0
94.93285,2880,755.669038,False,True,False,5,7451938487489940729,2880,0,0,0,16.555409559229112,8.5,15.698785385145275,16281.820577661585,7579.125,9399.132162608097,1417.9758912455895,1569.0,1305.8884162370764,-88614.99413362148,-1506.0,-623265.058627553,678.4091907359101,315.7968750000002,391.63050677533516,259200,2880,25794,0,502,0,1672,366,340,145,94.93268540724353,227.37374999999946,-65.63204327657098,0,0,-54.20000000000023,462.05440572002937,0
-24.791914,2413,783.025203,True,False,False,13,7888773299275917822,2413,1,0,1,15.71601839014677,9.625,14.194257933593704,11510.03888379327,7146.75,9026.319725120222,1110.240603154591,1443.0,1484.9808909288845,-4254.82317535484,-1281.0,-8203.75300425894,479.5849534913962,297.781249999999,376.0966552133427,224409,2413,17265,0,427,0,1401,208,377,471,-24.79197838662745,214.40250000000034,-60.08312841947205,-98.57499999999999,0,-65.20000000000039,353.57875809970534,0
153.23642,2880,797.378775,False,True,False,4,4716164252301366489,2880,0,0,0,16.569828383198878,10.5625,14.83067229137142,23443.065364794045,25070.0,15991.07498609819,1911.2572347220623,682.5,1401.549560149719,-79170.03178456884,-465.0,-9742.55891718683,976.7943901997786,1044.5833333333112,666.2947910874212,158400,2880,9309,0,155,0,2466,63,196,85,153.23553128376273,752.1000000000092,-25.721909088590202,0,0,-106.80000000000098,299.83509679115167,0
155.63971,2880,798.081022,False,True,False,17,1484714707775215653,2880,0,0,0,16.666508998399387,11.3125,16.263663556854205,29032.44956734645,25547.5,24918.774030721277,1822.4914351584086,598.5,1756.4605947194007,-74571.58619366442,-357.0,-2210.4069856296214,1209.685398639348,1064.4791666666745,1038.2822512800542,100800,2880,6416,0,119,0,2532,59,170,510,155.63870365185443,766.425000000024,-21.30877200360033,0,0,-117.80000000000113,306.5159939147255,0
-19.101498,1014,805.017473,True,False,False,7,8275336682942969161,1014,1,0,1,16.515037872990707,9.375,14.789697812770642,5485.661334592865,4328.8125,5176.1217441847475,570.9716357837473,573.0,765.2754930770994,-986.3776534073185,-501.0,-893.3388021592601,228.56922227470147,180.36718749999986,215.6717393410311,108498,1014,6465,0,167,0,620,72,155,155,-19.101487814379738,129.86437500000025,-23.856467529817348,-58.75,0,-26.399999999999938,158.28316564353892,0
-21.384373,209,841.908007,True,False,False,4,9004258896379922272,209,1,0,1,13.70557163210411,4.625,13.70557163210411,910.6871443886927,316.9375,952.3144104106195,163.78153328000997,130.5,197.826013907868,-42.76240241497234,-123.0,-68.0015470395273,37.94529768286227,13.20572916666673,39.67976710044244,16929,209,1881,0,41,0,114,21,33,0,-21.384374073542872,9.508125000000057,-5.563969696196702,-28.375,0,0,37.999600254939416,0
-101.64624,740,843.750157,True,False,False,6,3404044459247868407,740,1,0,1,16.598627684596412,9.875,12.47752076524038,7520.286428560628,5849.75,861.0210509167777,535.6718734254752,237.0,64.58565828710542,-232015.26231718,0,-4.668156310236999,313.3452678566891,243.73958333333144,35.87587712153242,22940,740,107,0,0,0,661,0,79,148,-101.64614596212323,175.49250000000004,-5.530000000000003,-131.65,0,-4.400000000000001,14.460624227259817,0
31.608278,1224,849.196082,True,False,False,0,2488343231644625808,1224,1,0,1,16.154444880929915,9.5,14.577515408597494,7821.2650177428495,6284.0625,6461.593732179452,688.8773716701921,435.0,459.8809811077565,-1713.1442686014918,-432.0,-580.2537797698678,325.8860424059475,261.83593749999875,269.2330721741445,102816,1224,5942,0,144,0,921,28,131,21,31.608295093774643,188.52187500000034,-19.761959594928992,-26.35,0,-10.999999999999993,189.98985515757676,0
-93.952385,85,858.679432,True,False,False,4,745580722369222170,85,1,0,1,10.096799023844406,6.6875,8.875493254657608,321.2307140828964,355.6875,330.8998712719134,158.1124108504295,160.5,163.27638647027365,-2.2423795082865143,0,-12.874902628559289,13.384613086787358,14.820312500000004,13.787494636329725,7735,85,511,0,0,0,27,9,49,0,-93.95238851898584,10.670625000000008,-3.5945584412271545,-97.225,0,-1.9999999999999998,14.55960232731208,0
153.4089,2880,875.951534,False,True,False,11,4605025475050782003,2880,0,0,0,16.61405862237665,10.625,15.449081221489594,24411.370452252602,24100.625,15567.365810968751,1953.0059279623217,711.0,1382.112531603057,-5247.703625734916,-456.0,-11147.985395399583,1017.1404355104034,1004.1927083333467,648.6402421236991,112320,2880,6118,0,152,0,2470,42,216,1140,153.40833686134522,723.018750000007,-26.527939392393513,0,0,-86.60000000000069,310.55921056046975,0
34.5392,1700,943.946557,True,False,False,9,2645421825986888207,1700,1,0,1,16.173905202759947,10.3125,12.697280824762217,10293.93941239737,9823.3125,7634.163750042684,922.6007111004063,637.5,828.845620976358,-1909.0183708545085,-609.0,-2059.9852160113737,428.9141421832021,409.304687499999,318.0901562517797,95200,1700,10725,0,203,0,1245,79,173,316,34.53933532453814,294.69937499999423,-27.764457428549594,-37.825,0,-68.60000000000043,235.85109437577395,0
-9.956033,1856,974.913498,True,False,False,23,5916407817258886215,1856,1,0,1,15.96956216158461,10.4375,14.759963347211261,17481.325165981954,14877.25,10115.746098128486,1137.8285349421956,502.5,738.4243889296304,-8439563.777918521,-324.0,-1586.5174289596212,728.3885485825978,619.8854166666661,421.48942075535183,74240,1856,2122,0,108,0,1549,63,136,1423,-9.95618382646181,446.3174999999939,-18.231909088590182,-103.97500000000001,0,-82.80000000000064,218.82730612982073,0
-51.878506,791,1006.852282,True,False,False,0,377914054924498011,791,1,0,1,14.859526603326705,9.0,11.922322596456771,4323.238664705069,5077.3125,4672.742797359619,442.0633539485397,501.0,461.40658831245196,-514.3021299422489,-354.0,-1901.2545492344036,180.13494436270958,211.5546875000008,194.69761655665087,76727,791,2639,0,118,0,489,34,150,29,-51.87848269328292,152.31937500000046,-19.38166522241375,-91.15,0,-16.399999999999974,119.09139406271638,0
51.817047,2024,1008.750453,True,False,False,20,4253327668084041038,2024,1,0,1,15.911391154116913,9.9375,15.839660212126631,13012.120312258601,12304.3125,12898.25210389023,1007.2064615078802,868.5,999.9246285817534,-3435.0026360756915,-837.0,-14117.521205173636,542.1716796774456,512.6796874999975,537.4271709954261,127512,2024,9884,0,279,0,1423,65,257,69,51.81702838273652,369.1293750000057,-38.70847763108514,-39.175,0,-28.79999999999993,244.33127292750515,0
